"Code","eco_code","eco_name","Fine_biome","Coarsest","Coarse","Med.coarse","Med.fine","Fine","Color","Notes"
"TUN","PA1011","North Tibetan Plateau-Kunlun Mountains alpine desert","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1104","Chukchi Peninsula tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NT1002","Central Andean puna","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1002","Central Tibetan Plateau alpine steppe","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1003","Eastern Himalayan alpine shrub and meadows","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1004","Ghorat-Hazarajat alpine meadow","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1109","Novosibirsk Islands arctic desert","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NT1008","Southern Andean steppe","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","AN1101","Marielandia Antarctic tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","AN1102","Maudlandia Antarctic desert","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1101","Arctic desert","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","Rock and Ice","Rock and Ice","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1118","Torngat Mountain tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","AN1104","Southern Indian Ocean Islands tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1114","Yamal-Gydan tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1301","Afghan Mountains semi-desert","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1001","Altai alpine meadow and tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1107","Northeast Siberian coastal tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1302","Alashan Plateau semi-desert","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1022","Yarlung Tsangpo arid steppe","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1019","Tian Shan montane steppe and meadows","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1005","Hindu Kush alpine meadow","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1020","Tibetan Plateau alpine shrublands and meadows","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1108","Northwest Russian-Novaya Zemlya tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","AN1103","Scotia Sea Islands tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1117","Pacific Coastal Mountain icefields and tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1116","Ogilvie-MacKenzie alpine tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","NA1114","Low Arctic tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1015","Qilian Mountains subalpine meadows","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1017","Southeast Tibet shrublands and meadows","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1014","Pamir alpine desert and tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1016","Sayan Alpine meadows and tundra","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
"TUN","PA1113","Wrangel Island arctic desert","Tundra","Tundra","Tundra","Tundra","Tundra","Tundra","#a1a9d3","Extremely cold climates; typically seasonal; nearly all at very high altitudes and/or latitudes; including alpine meadows; alpine deserts; temperate mountain peaks; rock and ice; artic and antarctic polar regions"
